answer,confidence,evidence,abstained,latency_s,input_tokens,output_tokens,cost_usd,tool_calls,tool_names,tool_results,permission_denials,num_turns,files_opened,k,model,retrieved,error,run_id,seed,qid,channel,difficulty,locale,arm,mode,repeat,correct,judged_by,judge_reason,answered,answered_decoy,has_decoy,textual_refusal
設備保全部,1.0,['projects/PRJ-2098_overview.docx:4. 体制および連絡先'],False,13.379457199996978,2069,67,0.008941999999999999,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2098_overview.docx::案件概要書（案件コード: PRJ-2098）', 'projects/PRJ-2098_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-9174_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-09,text,1,ja,classical,forced,0,True,exact,,True,False,False,False
木村 隆,0.98,['projects/PRJ-3304_overview.docx:4. 体制および連絡先'],False,13.677223199993023,2122,67,0.009153999999999999,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-3304_overview.docx::4. 体制および連絡先', 'projects/PRJ-5707_overview.docx::4. 体制および連絡先', 'projects/PRJ-5021_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-8232_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-10,text,2,ja,classical,forced,0,True,exact,,True,False,False,False
2027-08-02,0.98,['projects/PRJ-3168_overview.docx:3. 実施スケジュール'],False,13.463357000000542,2186,68,0.009420000000000001,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-3168_overview.docx::3. 実施スケジュール', 'projects/PRJ-5289_overview.docx::3. 実施スケジュール', 'projects/PRJ-6148_overview.docx::3. 実施スケジュール', 'projects/PRJ-1630_overview.docx::3. 実施スケジュール', 'projects/PRJ-2012_overview.docx::3. 実施スケジュール', 'projects/PRJ-5439_overview.docx::3. 実施スケジュール', 'projects/PRJ-5869_overview.docx::3. 実施スケジュール', 'projects/PRJ-1269_overview.docx::3. 実施スケジュール']",,p0-seed42-ja,42,text-11,text,2,ja,classical,forced,0,True,exact,,True,False,False,False
情報システム部,0.95,['projects/PRJ-1630_overview.docx:5. 特記事項'],False,12.446651799997198,2085,64,0.008976000000000001,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1630_overview.docx::4. 体制および連絡先', 'projects/PRJ-1630_overview.docx::5. 特記事項', 'projects/PRJ-5021_overview.docx::5. 特記事項', 'projects/PRJ-1630_overview.docx::案件概要書（案件コード: PRJ-1630）', 'projects/PRJ-2098_overview.docx::5. 特記事項', 'projects/PRJ-1130_overview.docx::5. 特記事項', 'projects/PRJ-2281_overview.docx::5. 特記事項', 'projects/PRJ-6927_overview.docx::5. 特記事項']",,p0-seed42-ja,42,text-12,text,3,ja,classical,forced,0,True,exact,,True,False,False,False
78605000,0.95,"['quotes/QT-1641_quotation.xlsx:サマリ!B2', 'quotes/QT-1641_quotation.xlsx:明細!D5:D16']",False,13.486382800001593,3367,527,0.005947,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-1641_quotation.xlsx::シート サマリ', 'quotes/QT-1641_quotation.xlsx::シート 明細', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-01,formula,1,ja,classical,forced,1,True,exact,,True,False,False,False
算出不可（明細299行のうち抜粋にあるのは一部の行のみで、全体合計を計算するための情報が不足している）,0.05,"[""quotes/QT-2757_quotation.xlsx:サマリ!B2（=SUM('明細'!D5:D299)、数値未表示）"", 'quotes/QT-2757_quotation.xlsx:明細(1)!A5:E20', 'quotes/QT-2757_quotation.xlsx:明細(20)!A261:E275']",False,58.477567900001304,4271,4349,0.04434779999999999,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-2757_quotation.xlsx::シート サマリ', 'quotes/QT-2757_quotation.xlsx::シート 明細 (1)', 'quotes/QT-2757_quotation.xlsx::シート 明細 (20)', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-02,formula,2,ja,classical,forced,1,False,exact,数値未回答で不正解,True,False,False,True
28671500,0.6,['quotes/QT-4352_quotation.xlsx:シート サマリ B5'],False,77.0700383000003,3198,5504,0.0556832,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-6837_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-03,formula,3,ja,classical,forced,1,False,exact,,True,True,True,False
"39,302,000円",0.85,"[""quotes/QT-2159_quotation.xlsx:サマリ!B2 (=SUM('明細'!D5:D15))"", 'quotes/QT-2159_quotation.xlsx:明細!D5:D15']",False,14.925633500002732,3363,750,0.0081762,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート 明細', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-2178_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-7192_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-04,formula,1,ja,classical,forced,1,True,exact,,True,False,False,False
不明（明細269行中一部のみが抜粋されており、明細合計を確定できない）,0.05,"[""quotes/QT-1572_quotation.xlsx:サマリ B2 (=SUM('明細'!D5:D269))"", 'quotes/QT-1572_quotation.xlsx:明細(1) A5:D20', 'quotes/QT-1572_quotation.xlsx:明細(16) A211:D225']",False,40.235810000005586,4300,3000,0.030863599999999998,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート 明細 (1)', 'quotes/QT-1572_quotation.xlsx::シート 明細 (16)', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-05,formula,2,ja,classical,forced,1,False,exact,数値未回答で不正解,True,False,False,True
75322500,0.95,['quotes/QT-4752_quotation.xlsx:サマリ!B5'],False,12.452128299999458,3321,64,0.0013078,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-7074_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-06,formula,3,ja,classical,forced,1,False,exact,,True,True,True,False
48407000,0.95,"['quotes/QT-3936_quotation.xlsx:サマリ!B2', 'quotes/QT-3936_quotation.xlsx:明細!D5:D14']",False,12.51637209999899,3252,431,0.004964,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート 明細', 'quotes/QT-3956_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-5736_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-9936_quotation.xlsx::シート サマリ', 'quotes/QT-8935_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-07,formula,1,ja,classical,forced,1,True,exact,,True,False,False,False
109838000,0.2,"['quotes/QT-4436_quotation.xlsx:シート明細(1) D5:D20', ""quotes/QT-4436_quotation.xlsx:シートサマリ B2(=SUM('明細'!D5:D296))""]",False,25.255900800002564,3637,1475,0.015481,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-4436_quotation.xlsx::シート サマリ', 'quotes/QT-4436_quotation.xlsx::シート 明細 (1)', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-08,formula,2,ja,classical,forced,1,False,exact,数値が正解と大きく異なる,True,False,False,False
32595200,0.95,['quotes/QT-3345_quotation.xlsx:サマリ!B5'],False,12.544317500003672,3165,64,0.0012766000000000001,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3345_quotation.xlsx::シート サマリ', 'quotes/QT-3345_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-6837_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-09,formula,3,ja,classical,forced,1,False,exact,,True,True,True,False
"118,148,000円",0.85,"['quotes/QT-3956_quotation.xlsx:シート サマリ:B2', 'quotes/QT-3956_quotation.xlsx:シート 明細:B5:D16']",False,14.779136799996195,3369,591,0.0065874,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3956_quotation.xlsx::シート サマリ', 'quotes/QT-3956_quotation.xlsx::シート 明細', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-10,formula,1,ja,classical,forced,1,True,exact,,True,False,False,False
347169000（抜粋に含まれる行のみの部分合計。明細シートは249行に分割・複数シートに分かれており、抜粋には約58行分しか含まれないため、実際のSUM('明細'!D5:D249)の正確な値ではない可能性が高い）,0.05,"[""quotes/QT-3200_quotation.xlsx:サマリ!B2 (=SUM('明細'!D5:D249))"", 'quotes/QT-3200_quotation.xlsx:明細(1)!D5:D21', 'quotes/QT-3200_quotation.xlsx:明細(2)!D22:D35', 'quotes/QT-3200_quotation.xlsx:明細(7)!D92:D107', 'quotes/QT-3200_quotation.xlsx:明細(18)!D236:D249']",False,73.15819309999642,5616,5940,0.0605268,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート 明細 (1)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (18)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (2)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (7)', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8322_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-11,formula,2,ja,classical,forced,1,False,exact,部分合計で正解値と不一致,True,False,False,False
"41,781,300円",0.55,"['quotes/QT-2178_quotation.xlsx:サマリ!B5', 'quotes/QT-2178_quotation.xlsx:明細!A2(改訂:第2版の注記あり、明細シートの数量・単価から再計算すると明細合計が異なり、サマリ値が古い可能性あり)']",False,38.73435569999856,3184,2686,0.0275004,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-2178_quotation.xlsx::シート サマリ', 'quotes/QT-2178_quotation.xlsx::シート 明細', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-7074_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-12,formula,3,ja,classical,forced,1,False,exact,金額が正解と不一致,True,False,True,False
木村 隆,0.98,['projects/PRJ-1269_overview.docx:4. 体制および連絡先'],False,12.518851299995731,2132,67,0.0011,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1269_overview.docx::4. 体制および連絡先', 'projects/PRJ-1269_overview.docx::案件概要書（案件コード: PRJ-1269）', 'projects/PRJ-1269_overview.docx::1. 案件概要', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-01,text,1,ja,classical,forced,1,True,exact,,True,False,False,False
大阪支社,0.95,['projects/PRJ-1455_overview.docx:2. 作業範囲'],False,12.418029899999965,2203,65,0.0010942,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1455_overview.docx::案件概要書（案件コード: PRJ-1455）', 'projects/PRJ-1455_overview.docx::2. 作業範囲', 'projects/PRJ-1455_overview.docx::1. 案件概要', 'projects/PRJ-2012_overview.docx::2. 作業範囲', 'projects/PRJ-1418_overview.docx::2. 作業範囲', 'projects/PRJ-5004_overview.docx::2. 作業範囲', 'projects/PRJ-5065_overview.docx::2. 作業範囲', 'projects/PRJ-6190_overview.docx::2. 作業範囲']",,p0-seed42-ja,42,text-02,text,1,ja,classical,forced,1,True,exact,,True,False,False,False
情報システム部,1.0,['projects/PRJ-2978_overview.docx:4. 体制および連絡先'],False,19.804333800006134,2071,67,0.0010878,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2978_overview.docx::案件概要書（案件コード: PRJ-2978）', 'projects/PRJ-2978_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-9174_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-03,text,1,ja,classical,forced,1,True,exact,,True,False,False,False
加藤 玲奈,0.98,['projects/PRJ-1418_overview.docx:4. 体制および連絡先'],False,12.28242229999887,2127,70,0.0011289999999999998,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1418_overview.docx::4. 体制および連絡先', 'projects/PRJ-5707_overview.docx::4. 体制および連絡先', 'projects/PRJ-5021_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-6208_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-1269_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-04,text,2,ja,classical,forced,1,True,exact,,True,False,False,False
2027-10-22,0.98,['projects/PRJ-2515_overview.docx:3. 実施スケジュール'],False,12.476248300001316,2144,68,0.0011124,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2515_overview.docx::3. 実施スケジュール', 'projects/PRJ-2515_overview.docx::案件概要書（案件コード: PRJ-2515）', 'projects/PRJ-2978_overview.docx::3. 実施スケジュール', 'projects/PRJ-1418_overview.docx::3. 実施スケジュール', 'projects/PRJ-5004_overview.docx::3. 実施スケジュール', 'projects/PRJ-2012_overview.docx::3. 実施スケジュール', 'projects/PRJ-5707_overview.docx::3. 実施スケジュール', 'projects/PRJ-1630_overview.docx::3. 実施スケジュール']",,p0-seed42-ja,42,text-05,text,2,ja,classical,forced,1,True,exact,,True,False,False,False
経営企画部,0.95,['projects/PRJ-1130_overview.docx:5. 特記事項'],False,12.529331500001717,2085,64,0.0010606,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1130_overview.docx::5. 特記事項', 'projects/PRJ-1130_overview.docx::4. 体制および連絡先', 'projects/PRJ-1130_overview.docx::案件概要書（案件コード: PRJ-1130）', 'projects/PRJ-5021_overview.docx::5. 特記事項', 'projects/PRJ-2098_overview.docx::5. 特記事項', 'projects/PRJ-2281_overview.docx::5. 特記事項', 'projects/PRJ-6927_overview.docx::5. 特記事項', 'projects/PRJ-2012_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-06,text,3,ja,classical,forced,1,True,exact,,True,False,False,False
中村さくら,0.95,['projects/PRJ-2012_overview.docx:4. 体制および連絡先'],False,12.831704200005333,2136,67,0.0011008,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2012_overview.docx::4. 体制および連絡先', 'projects/PRJ-2012_overview.docx::1. 案件概要', 'projects/PRJ-2012_overview.docx::案件概要書（案件コード: PRJ-2012）', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-07,text,1,ja,classical,forced,1,True,exact,,True,False,False,False
神戸事業所,0.95,['projects/PRJ-2281_overview.docx:2. 作業範囲'],False,12.367104100005236,2205,66,0.0011046,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2281_overview.docx::案件概要書（案件コード: PRJ-2281）', 'projects/PRJ-2281_overview.docx::1. 案件概要', 'projects/PRJ-2012_overview.docx::2. 作業範囲', 'projects/PRJ-2281_overview.docx::2. 作業範囲', 'projects/PRJ-5004_overview.docx::2. 作業範囲', 'projects/PRJ-1455_overview.docx::2. 作業範囲', 'projects/PRJ-5065_overview.docx::2. 作業範囲', 'projects/PRJ-1418_overview.docx::2. 作業範囲']",,p0-seed42-ja,42,text-08,text,1,ja,classical,forced,1,True,exact,,True,False,False,False
設備保全部,1.0,['projects/PRJ-2098_overview.docx:4. 体制および連絡先'],False,12.419810200000938,2069,67,0.0010874,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2098_overview.docx::案件概要書（案件コード: PRJ-2098）', 'projects/PRJ-2098_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-9174_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-09,text,1,ja,classical,forced,1,True,exact,,True,False,False,False
木村 隆,0.95,['projects/PRJ-3304_overview.docx:4. 体制および連絡先'],False,12.370475200004876,2122,67,0.001098,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-3304_overview.docx::4. 体制および連絡先', 'projects/PRJ-5707_overview.docx::4. 体制および連絡先', 'projects/PRJ-5021_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-8232_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-10,text,2,ja,classical,forced,1,True,exact,,True,False,False,False
2027-08-02,1.0,['projects/PRJ-3168_overview.docx:3. 実施スケジュール'],False,13.42273749999731,2186,68,0.0011208000000000001,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-3168_overview.docx::3. 実施スケジュール', 'projects/PRJ-5289_overview.docx::3. 実施スケジュール', 'projects/PRJ-6148_overview.docx::3. 実施スケジュール', 'projects/PRJ-1630_overview.docx::3. 実施スケジュール', 'projects/PRJ-2012_overview.docx::3. 実施スケジュール', 'projects/PRJ-5439_overview.docx::3. 実施スケジュール', 'projects/PRJ-5869_overview.docx::3. 実施スケジュール', 'projects/PRJ-1269_overview.docx::3. 実施スケジュール']",,p0-seed42-ja,42,text-11,text,2,ja,classical,forced,1,True,exact,,True,False,False,False
情報システム部,0.95,['projects/PRJ-1630_overview.docx:5. 特記事項'],False,12.387466399995901,2085,64,0.0010606,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1630_overview.docx::4. 体制および連絡先', 'projects/PRJ-1630_overview.docx::5. 特記事項', 'projects/PRJ-5021_overview.docx::5. 特記事項', 'projects/PRJ-1630_overview.docx::案件概要書（案件コード: PRJ-1630）', 'projects/PRJ-2098_overview.docx::5. 特記事項', 'projects/PRJ-1130_overview.docx::5. 特記事項', 'projects/PRJ-2281_overview.docx::5. 特記事項', 'projects/PRJ-6927_overview.docx::5. 特記事項']",,p0-seed42-ja,42,text-12,text,3,ja,classical,forced,1,True,exact,,True,False,False,False
"78,605,000円",0.9,"['quotes/QT-1641_quotation.xlsx:サマリ!B2', 'quotes/QT-1641_quotation.xlsx:明細!D5:D16']",False,13.66808250000031,3367,543,0.006107,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-1641_quotation.xlsx::シート サマリ', 'quotes/QT-1641_quotation.xlsx::シート 明細', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-01,formula,1,ja,classical,forced,2,True,exact,,True,False,False,False
"不明（明細合計は数式=SUM('明細'!D5:D299)のみで、全295行中31行分のデータしか抜粋に含まれておらず、正確な合計値を算出できない。部分データ31行の合計は163,756,000円で、これを基に単純外挿すると約1,558,000,000円程度と推定されるが確証はない）",0.15,"['quotes/QT-2757_quotation.xlsx:サマリ!B2', 'quotes/QT-2757_quotation.xlsx:明細(1) A5:D20', 'quotes/QT-2757_quotation.xlsx:明細(20) A261:D275']",False,36.60630459999811,4271,2733,0.0281878,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-2757_quotation.xlsx::シート サマリ', 'quotes/QT-2757_quotation.xlsx::シート 明細 (1)', 'quotes/QT-2757_quotation.xlsx::シート 明細 (20)', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-02,formula,2,ja,classical,forced,2,False,exact,確定値を出せず不明と回答,True,False,False,True
28671500,0.7,['quotes/QT-4352_quotation.xlsx:サマリ B5'],False,24.644935000003898,3198,1522,0.0158632,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-6837_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-03,formula,3,ja,classical,forced,2,False,exact,,True,True,True,False
39302000,0.9,"[""quotes/QT-2159_quotation.xlsx:サマリ!B2 (=SUM('明細'!D5:D15))"", 'quotes/QT-2159_quotation.xlsx:明細!D5:D15']",False,17.897587200001,3363,969,0.0103662,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート 明細', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-2178_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-7192_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-04,formula,1,ja,classical,forced,2,True,exact,,True,False,False,False
不明（明細合計はD5:D269の式のみで、抜粋には269行中31行分のデータしかなく正確な合計を算出できない）,0.05,"['quotes/QT-1572_quotation.xlsx:サマリ!B2', 'quotes/QT-1572_quotation.xlsx:明細(1)!A4:E20', 'quotes/QT-1572_quotation.xlsx:明細(16)!A211:E225']",False,36.37538339999446,4300,2625,0.0271136,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート 明細 (1)', 'quotes/QT-1572_quotation.xlsx::シート 明細 (16)', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-05,formula,2,ja,classical,forced,2,False,exact,数値未回答、不明と回答,True,False,False,True
75322500,0.98,['quotes/QT-4752_quotation.xlsx:サマリ!B5'],False,12.519475000000966,3321,96,0.0016278,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-7074_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-06,formula,3,ja,classical,forced,2,False,exact,,True,True,True,False
